"concept_id","recommended_unit_concept_id"
3014161,9073
3014169,8810
3014173,8845
3014178,8980
3014184,8525
3014204,8554
3014218,8753
3014279,9073
3014295,8554
3014300,8980
3014309,8810
3014326,8736
3014339,8729
3014353,8980
3014399,8749
3014480,8810
3014488,8842
3014544,44777627
3014549,9073
3014551,8810
3014564,8906
3014576,8753
3014585,8842
3014594,8753
3014599,8810
3014614,44777627
3014647,8810
3014695,8554
3014717,8636
3014724,8910
3014749,9257
3014753,8749
3014772,8748
3014784,8980
3014791,8636
3014829,8810
3014839,9073
3014877,9073
3014946,8810
3014947,8810
3014949,8751
3014959,8980
3014963,8842
3014971,8753
3015007,8810
3015024,8753
3015049,8749
3015063,8749
3015066,8753
3015068,8810
3015076,8810
3015123,8810
3015142,8810
3015148,8842
3015151,8842
3015163,8525
3015174,8980
3015183,8752
3015195,9073
3015212,8810
3015215,9073
3015233,8554
3015235,8753
3015260,8554
3015289,44777627
3015295,8810
3015302,8980
3015322,8636
3015339,8751
3015377,8753
3015397,9014
3015399,8751
3015433,8525
3015455,8554
3015468,8980
3015473,8753
3015497,8810
3015539,8749
3015546,8749
3015547,8985
3015561,8810
3015569,8980
3015613,8810
3015627,8810
3015628,8810
3015632,8753
3015665,8810
3015679,9257
3015681,8980
3015688,8985
3015731,8810
3015736,8482
3015753,9073
3015785,8749
3015802,8810
3015813,9100
3015820,9073
3015861,9073
3015884,8842
3015916,8985
3015982,8810
3015999,9073
3016015,9073
3016019,8810
3016031,8810
3016038,8753
3016049,8845
3016069,8751
3016072,8748
3016102,8985
3016103,8753
3016115,8749
3016201,8751
3016228,8554
3016244,9040
3016254,8751
3016256,8810
3016259,8842
3016279,9073
3016286,8751
3016293,8753
3016328,8810
3016330,8910
3016382,9073
3016397,9073
3016407,8636
3016410,8980
3016418,9073
3016423,8749
3016429,8749
3016436,8923
3016459,8810
3016461,8985
3016496,8842
3016502,8554
3016520,8636
3016523,8729
3016543,8647
3016545,9073
3016616,8736
3016628,8840
3016641,9073
3016666,8749
3016701,8753
3016721,8749
3016723,8751
3016724,8749
3016728,8749
3016730,8810
3016736,8751
3016750,8505
3016770,8799
3016771,8923
3016820,8810
3016888,8980
3016904,8525
3016909,8749
3016912,8842
3016919,8842
3016921,8980
3016929,9073
3016933,8842
3016997,8810
3016999,8985
3017018,8906
3017044,8645
3017055,8554
3017068,9073
3017070,8845
3017081,8810
3017085,8749
3017124,8751
3017135,8749
3017140,8810
3017165,8810
3017166,8810
3017181,8554
3017197,8554
3017204,8748
3017213,8749
3017249,8842
3017250,8751
3017258,8749
3017264,8749
3017276,8751
3017289,8751
3017315,8645
3017326,8810
3017330,8749
3017374,8749
3017376,8810
3017394,8751
3017400,8753
3017414,8810
3017415,8810
3017446,8736
3017479,8748
3017497,8810
3017528,8554
3017531,8980
3017538,8753
3017589,8753
3017596,8554
3017597,8842
3017605,8810
3017610,9073
3017622,8749
3017657,8842
3017662,9073
3017732,9444
3017754,44777619
3017766,8636
3017772,8810
3017788,9074
3017833,8525
3017840,8554
3017853,8525
3017890,8753
3017894,8810
3017930,8525
3017937,8910
3017958,8810
3017970,8749
3018001,8810
3018010,8554
3018044,8810
3018050,8810
3018056,8504
3018070,9073
3018081,8751
3018095,8647
3018114,8525
3018131,9073
3018133,8753
3018139,8810
3018143,8980
3018149,8554
3018171,8923
3018174,8751
3018194,8810
3018214,9073
3018256,9073
3018282,8748
3018287,8749
3018301,8729
3018314,8810
3018352,8810
3018395,9073
3018404,8751
3018405,8753
3018416,8810
3018420,8736
3018447,8985
3018471,8525
3018487,8810
3018562,8554
3018572,8753
3018574,8525
3018577,8810
3018595,8845
3018601,8909
3018625,9073
3018627,8647
3018658,8980
3018669,8810
3018677,8555
3018686,8748
3018688,8810
3018704,8554
3018718,8554
3018731,8810
3018765,8810
3018792,9073
3018809,9073
3018837,8751
3018910,8748
3018920,8751
3018926,8810
3018961,8525
3018966,8810
3018968,8751
3018979,8751
3018991,8810
3019047,8753
3019050,8980
3019069,8554
3019115,8751
3019138,8842
3019145,8842
3019170,9040
3019174,8555
3019187,8554
3019198,9444
3019199,8753
3019240,8876
3019250,8554
3019283,8842
3019294,8842
3019299,8810
3019309,8736
3019330,8554
3019414,8751
3019420,8748
3019437,8842
3019460,8810
3019473,8636
3019494,8525
3019515,8751
3019550,8753
3019583,8525
3019635,8751
3019652,8748
3019658,8810
3019676,8751
3019677,8906
3019682,9073
3019708,8810
3019710,8980
3019736,8842
3019738,8751
3019788,8554
3019789,8842
3019797,9014
3019800,8845
3019801,8525
3019814,9073
3019839,8749
3019848,9073
3019873,8554
3019885,8751
3019888,8749
3019900,8753
3019947,8554
3019963,8525
3019977,8482
3019985,8736
3019994,8810
3019999,8810
3020044,8753
3020053,8842
3020059,8753
3020066,8554
3020071,8842
3020113,8810
3020149,8842
3020160,8980
3020180,8748
3020199,8810
3020207,8907
3020273,9073
3020287,8554
3020301,8751
3020318,8554
3020358,8647
3020379,8729
3020383,8554
3020384,8980
3020399,8636
3020416,8734
3020420,8749
3020452,8554
3020460,8751
3020463,8749
3020472,8980
3020486,8810
3020533,8907
3020564,8749
3020591,8751
3020596,8749
3020602,8980
3020608,8810
3020622,8753
3020629,8554
3020630,8636
3020637,8751
3020655,8810
3020666,8751
3020682,9075
3020687,8810
3020717,8749
3020747,8810
3020752,8810
3020779,8753
3020783,8554
3020832,8748
3020833,8810
3020876,8807
3020891,586323
3020897,8810
3020924,8751
3020934,8810
3020951,8554
3020960,8810
3020961,8525
3020962,8525
3021044,8751
3021071,8810
3021120,9444
3021201,8751
3021226,8810
3021256,8736
3021262,8810
3021289,8810
3021311,8736
3021337,8845
3021385,8751
3021387,9040
3021408,8980
3021414,8810
3021440,8554
3021447,8876
3021455,9073
3021463,8842
3021490,8525
3021515,8810
3021531,8736
3021546,8810
3021584,9550
3021589,9444
3021604,8525
3021661,8810
3021664,8753
3021706,8876
3021759,8525
3021769,8525
3021770,8751
3021785,9073
3021800,8753
3021801,8810
3021820,8525
3021827,8810
3021835,8909
3021839,8810
3021847,8906
3021876,8554
3021889,8810
3021901,8554
3021959,8810
3021960,8736
3021977,8980
3022000,8842
3022013,8748
3022048,8751
3022077,8554
3022086,8810
3022096,8554
3022097,8909
3022155,8810
3022176,9073
3022192,8636
3022201,8753
3022229,8753
3022250,8923
3022252,8525
3022260,8810
3022267,8751
3022297,8842
3022304,9448
3022338,8751
3022350,8810
3022361,8636
3022367,8749
3022411,8736
3022417,8845
3022434,8810
3022445,8842
3022453,9073
3022469,8810
3022482,8810
3022533,8554
3022536,8554
3022545,8554
3022548,8636
3022569,8810
3022616,8751
3022621,8482
3022622,8525
3022644,9073
3022669,8749
3022670,8482
3022675,8810
3022695,8751
3022709,9444
3022725,8749
3022756,8636
3022785,8810
3022803,8876
3022813,8749
3022826,9075
3022857,8842
3022866,8525
3022914,8980
3022932,8751
3022948,8749
3022959,8810
3022983,8842
3022987,8525
3023005,44777627
3023006,8810
3023016,8749
3023024,8876
3023030,44777627
3023039,9073
3023055,8555
3023057,9073
3023089,9444
3023091,8845
3023103,8753
3023112,8907
3023116,8554
3023117,8751
3023134,8810
3023163,8525
3023194,8842
3023201,9073
3023230,44777604
3023235,8810
3023258,8554
3023261,8751
3023306,8636
3023308,8554
3023314,8554
3023323,8923
3023351,8810
3023361,8748
3023370,8749
3023374,9073
3023420,8985
3023430,8810
3023465,8636
3023479,8554
3023489,9073
3023507,8810
3023520,9444
3023530,8736
3023535,8645
3023539,8751
3023543,8810
3023548,8753
3023560,8810
3023570,8554
3023581,8554
3023602,8753
3023604,8749
3023618,8845
3023632,8980
3023640,8845
3023647,8736
3023659,8554
3023664,9073
3023669,8736
3023680,8810
3023709,8842
3023739,8810
3023768,8810
3023793,8525
3023802,8554
3023863,8810
3023864,8810
3023874,9073
3023895,8923
3023929,8749
3023939,8980
3023945,8554
3023996,9073
3024072,8980
3024128,8751
3024139,8636
3024144,9609
3024149,8810
3024159,8810
3024172,8923
3024181,8749
3024218,8810
3024228,8736
3024282,8842
3024303,8845
3024327,8554
3024354,8876
3024359,8749
3024390,8736
3024391,8749
3024438,8749
3024455,8749
3024457,8748
3024469,8810
3024474,8751
3024507,9444
3024534,8810
3024561,8636
3024580,8554
3024584,8810
3024588,8736
3024593,8810
3024597,8749
3024605,8980
3024613,8810
3024629,8636
3024666,8753
3024697,8923
3024718,8842
3024731,8583
3024741,8842
3024752,8810
3024753,44777627
3024763,8985
3024764,8810
3024790,8749
3024800,8554
3024802,8749
3024821,8749
3024839,8748
3024842,8810
3024856,8985
3024909,8554
3024928,8554
3024929,9444
3024934,8749
3024942,9161
3024959,8810
3024972,8554
3024976,8842
3024980,8636
3024994,8810
3025034,8842
3025045,8749
3025059,8751
3025064,8810
3025159,8554
3025161,9073
3025180,8554
3025213,8810
3025218,9073
3025229,8554
3025234,8749
3025245,8980
3025260,8810
3025262,8845
3025271,8647
3025285,8845
3025292,8749
3025296,8810
3025302,8795
3025315,9529
3025358,8810
3025365,8810
3025403,8842
3025411,8751
3025417,8810
3025461,8753
3025481,8751
3025504,8907
3025547,8985
3025554,8810
3025591,8909
3025673,8636
3025684,8985
3025701,9073
3025709,8980
3025803,8525
3025839,8753
3025863,8525
3025911,8751
3025948,8751
3025956,8810
3025966,8810
3026012,8751
3026029,8810
3026046,8810
3026116,8749
3026147,8842
3026189,9073
3026212,8810
3026235,8842
3026253,8980
3026285,8636
3026286,8923
3026291,8810
3026300,8636
3026349,8554
3026367,8842
3026415,8810
3026462,8554
3026479,8810
3026493,8749
3026516,8749
3026518,8525
3026536,8636
3026566,8980
3026598,9073
3026665,8554
3026677,8876
3026710,8647
3026712,8525
3026720,8749
3026725,8729
3026729,8751
3026737,8810
3026762,8810
3026778,8749
3026806,9073
3026812,8810
3026820,8636
3026834,8554
3026881,8810
3026910,8923
3026925,8845
3026963,8842
3026989,8729
3027007,8751
3027012,8748
3027020,8810
3027022,8749
3027035,8909
3027053,8751
3027072,8810
3027078,8810
3027081,8810
3027089,8980
3027108,9117
3027113,8980
3027114,8636
3027123,8554
3027126,8748
3027129,8810
3027135,8636
3027144,8842
3027158,8980
3027165,8810
3027178,8554
3027198,8636
3027213,8810
3027231,8810
3027238,8985
3027241,8749
3027249,8749
3027273,8753
3027285,8810
3027297,8810
3027300,8810
3027306,8810
3027315,8876
3027319,8810
3027346,8799
3027370,8842
3027383,8810
3027396,8980
3027419,8749
3027428,8842
3027450,8980
3027475,8647
3027477,9073
3027485,8810
3027491,8980
3027529,8923
3027564,8749
3027566,8810
3027570,8910
3027600,8749
3027602,8525
3027604,8525
3027626,8810
3027634,8748
3027730,8810
3027801,8876
3027821,9074
3027827,8810
3027831,8554
3027859,8810
3027873,8810
3027874,8753
3027880,8736
3027901,8636
3027913,8749
3027923,8736
3027932,8810
3027946,8876
3027953,8645
3027970,8636
3027999,8810
3028009,8980
3028019,8751
3028026,8636
3028054,8725
3028075,8636
3028079,8554
3028101,8749
3028106,9073
3028136,8810
3028167,8647
3028173,8980
3028192,8636
3028226,8810
3028247,8636
3028286,8636
3028288,8636
3028305,8842
3028309,9073
3028352,8810
3028361,8554
3028398,8810
3028403,8748
3028428,9040
3028437,8636
3028447,8748
3028452,8749
3028461,8980
3028469,9073
3028471,8810
3028487,8749
3028520,8810
3028531,8748
3028558,8554
3028591,8810
3028597,8554
3028598,8525
3028602,8636
3028605,8725
3028626,8876
3028639,8751
3028662,8923
3028668,8810
3028697,8810
3028714,8910
3028718,8842
3028719,8749
3028772,8842
3028813,44777604
3028997,8729
3029022,8810
3029048,8749
3029146,8525
3029148,8810
3029160,8554
3029187,8725
3029192,9014
3029233,8810
3029305,8482
3029308,8525
3029320,8525
3029338,8636
3029379,8636
3029411,8810
3029429,8525
3029437,8554
3029448,8525
3029473,8482
3029475,8842
3029483,8985
3029545,8795
3029559,8799
3029564,8799
3029572,8554
3029634,8525
3029703,8554
3029708,8554
3029790,8923
3029851,8729
3029859,9117
3029900,8647
3029910,8810
3029917,8554
3029938,8810
3029945,8525
3029962,8647
3030003,8810
3030016,8810
3030083,9444
3030091,8482
3030093,8525
3030166,8842
3030244,8554
3030354,9117
3030360,8554
3030367,8980
3030391,8554
3030424,8554
3030447,8525
3030467,9257
3030552,8842
3030558,8985
3030576,8554
3030602,8753
3030638,8554
3030649,8554
3030741,8554
3030746,8525
3030837,8525
3030841,8753
3030879,8753
3030890,8753
3030898,8753
3030930,8985
3030938,8525
3030942,8751
3030943,8554
3030945,8554
3030947,8554
3030972,8554
3031029,8842
3031040,8647
3031067,8845
3031083,8842
3031119,8980
3031135,8753
3031136,8753
3031146,8753
3031148,8753
3031157,8753
3031167,8753
3031177,8753
3031194,8753
3031292,8799
3031309,8554
3031429,8753
3031430,8751
3031440,8753
3031444,8525
3031445,8753
3031450,8753
3031462,8753
3031477,8753
3031479,8525
3031487,8753
3031562,8842
3031569,8725
3031591,8525
3031672,8799
3031729,9444
3031732,8554
3031745,8554
3031767,8845
3031997,8525
3032100,8525
3032113,8810
3032185,8799
3032195,8810
3032201,9073
3032207,8799
3032325,8753
3032337,8753
3032341,8842
3032365,8753
3032372,9444
3032380,8753
3032415,8554
3032417,8799
3032493,8523
3032553,8842
3032567,8985
3032613,8753
3032623,8753
3032626,8753
3032629,8799
3032635,8753
3032637,8525
3032643,8753
3032649,8587
3032660,8753
3032664,8842
3032676,8799
3032683,8554
3032720,8795
3032757,8799
3032768,8554
3032836,8736
3032884,8753
3032887,8748
3032897,8753
3032911,8753
3032924,8753
3032967,8523
3032983,8729
3033162,9444
3033172,9444
3033174,8554
3033203,8876
3033220,8554
3033247,8736
3033276,8799
3033298,8842
3033353,9073
3033367,8748
3033445,8799
3033473,8748
3033504,8751
3033526,8751
3033625,8748
3033658,8554
3033659,8980
3033661,9073
3033670,8729
3033705,8753
3033770,8810
3033800,8751
3033810,9073
3033813,8810
3033815,8736
3033853,8842
3033891,8555
3033893,8810
3033904,8554
3033906,8842
3033911,8842
3033939,8749
3033942,8907
3034102,8810
3034124,8810
3034127,9073
3034191,8810
3034204,8636
3034208,8980
3034215,8906
3034238,8523
3034388,9073
3034402,8842
3034411,8909
3034417,8810
3034426,8555
3034486,9073
3034496,9058
3034523,8842
3034531,9444
3034533,9074
3034621,8845
3034704,8525
3034705,8810
3034707,8810
3034717,8980
3034734,8636
3034780,8923
3034792,8554
3034806,8810
3034847,8748
3034860,8751
3034933,8842
3034939,8554
3034976,44777604
3035020,9073
3035043,8748
3035055,8842
3035058,8647
3035078,8749
3035096,8842
3035102,8810
3035128,8525
3035153,8810
3035192,8810
3035318,9073
3035329,8810
3035335,9073
3035337,8647
3035364,8748
3035378,8810
3035380,8810
3035411,8810
3035443,9073
3035457,8810
3035509,8751
3035510,8751
3035526,8749
3035529,8795
3035544,9100
3035562,8810
3035569,8748
3035611,8554
3035623,8810
3035633,8810
3035636,8842
3035637,8845
3035654,8810
3035658,8810
3035687,8810
3035695,8980
3035697,8980
3035728,8810
3035729,8753
3035768,8554
3035797,8636
3035897,8810
3035910,44777627
3035925,8842
3035941,8564
3035963,8729
3035967,9073
3035995,8923
3035999,8753
3036024,8736
3036031,8810
3036035,8554
3036065,8525
3036086,8980
3036152,8751
3036164,9073
3036208,8810
3036217,8810
3036220,8859
3036225,8810
3036243,8753
3036256,8810
3036270,8810
3036277,8582
3036285,8749
3036288,8751
3036304,8647
3036308,8980
3036309,8749
3036312,8810
3036314,9073
3036413,8523
3036474,8810
3036475,8842
3036478,8736
3036481,8736
3036489,8555
3036498,8748
3036509,8751
3036525,8910
3036535,8748
3036545,8810
3036557,8980
3036566,8736
3036603,8587
3036605,8810
